Word/Phrase	Polarity Score(Normalized)	Polarity Score
غضاضة	0	1
قامة	0.216216216	1
نضرة	1	3
تطور	0.333333333	2
تمدن	0	1
تنقيح	1	3
حضارة	0.230769231	1
حارس	0.5	2
حافظ	0.287234043	2
رفء	0	1
رقيق البنية	0	1
رقيق من الكلام	0	1
وصف المحاسن	0	1
ضامر البطن	0	1
ضاو	0	1
لاحق	0.774647887	3
مهفهف	0	1
ناحل	0	1
ارتاح	0.25	2
بش	1	3
بشر	0.369565217	2
حبر	0.647058824	2
حجا	0.636363636	2
راق	0.1	1
سر	0.388888889	2
شنف	0	1
سبق	0.395683453	2
ظفر	0	1
غلب	0.290322581	2
برق	0.487179487	2
بزغ	1	3
اهون	0.4	2
جد	0.213759214	1
رغد	0	1
رفه	0.411167513	2
نعم	0.357142857	2
توقر	0	1
قر	0	1
هبط	0.8	3
هدا	0.327868852	2
طرب	0.369565217	2
تمالك	1	3
وثيق	0.733333333	2
وطيد	1	3
يقين	0.259259259	2
متين	0.636363636	2
مكين	0.142857143	1
متاصل	0	1
متجذر	1	3
متمكن	0.172413793	1
محكم	0.458333333	2
مستحكم	0	1
ابتسم	0.333333333	2
ابتكر	0.714285714	2
ابتهج	0	1
اتقن	0.142857143	1
اثار	0.447368421	2
اثنى	1	3
اجاز	0.517241379	2
اجتذاب	0.6	2
اجمع	0.2	1
اجمل	0.063291139	1
احب	0.206703911	1
احبب	0.032258065	1
احترم	0.352941176	2
احتشد	0	1
احتفل	0.75	3
احسن	0.461065574	2
احكم	0.571428571	2
احيا	0.313829787	2
اختال	0	1
اذكى	0.333333333	2
ارتعش	0	1
ارقى	0.166666667	1
استبشر	1	3
استثمر	0	1
استحق	1	3
استحوذ	0.75	3
استطاع	0.263157895	2
استفاد	0.833333333	3
استقام	0	1
اسرع	0.323529412	2
اسعد	0.0625	1
اسهل	0.461538462	2
اشتاق	0.333333333	2
اشجع	0.083333333	1
اضاء	0.227272727	1
اعتز	0.2	1
اعتلى	0	1
اعجب	0.120689655	1
اعز	0.152173913	1
اعظم	0.11627907	1
اغرى	0	1
اغنى	1	3
افتخر	0.181818182	1
افرح	0	1
افضل	0.17971196	1
اقتنع	0.5	2
اقنع	0.647058824	2
اقوى	0.282051282	2
اكبر	0.399463807	2
اكتسح	0	1
اكرم	0.28	2
التحم	0.655172414	2
التزم	0.666666667	2
المع	0.379512195	2
امتدح	0	1
امل	0.415335463	2
امن	0.562992126	2
انتصر	0.666666667	2
انتعش	1	3
انجح	0.333333333	2
انس	0.502202643	2
انظف	0.294117647	2
انقذ	0.545454545	2
اوسع	0.176470588	1
اوصى	0.333333333	2
ايد	0.272020725	2
ابهج	0	1
ارق	0.318181818	2
اشبع	0.5	2
اعلى	0.377952756	2
اكد	0.525252525	2
الهم	0.421052632	2
انار	0.125	1
اوضح	0.260869565	2
اول	0.484939759	2
اسر	0.406926407	2
باذخ	0	1
بارز	0.25	2
بارك	0.3	2
باهر	0	1
بجل	0.25	2
بر	0.117647059	1
برد	0.774774775	3
برع	0.275862069	2
بطل	0.477822581	2
بلغ	0.594142259	2
بهج	0.333333333	2
تالق	0.157894737	1
تثبت	0.277777778	2
تجاوب	0.457142857	2
تحسن	0.583333333	2
تحفز	0	1
تحقق	0.612903226	2
تحمس	0.666666667	2
تحمل	0.538461538	2
تدفق	0.428571429	2
ترحم	0	1
ترف	0.367816092	2
تزلف	1	3
تسامح	0.25	2
تساند	0	1
تساهل	0	1
تسلق	0.714285714	2
تشاور	0	1
تشرف	0.5	2
تصادق	0	1
تصالح	0.3125	2
تصبر	0	1
تصدق	0.392857143	2
تضامن	0.666666667	2
تطهر	0	1
تعاون	0.355263158	2
تعشق	0.5	2
تعفف	0	1
تعقل	0	1
تغلب	0.173913043	1
تفضل	0.483870968	2
تفهم	0.659574468	2
تفوق	0.142857143	1
تقبل	0.294117647	2
تقدم	0.199367089	1
تقوى	0	1
تكاتف	1	3
تكاثر	0	1
تكرم	0.666666667	2
تكسب	0.470588235	2
تكفل	0.5	2
تلذذ	0.133333333	1
تماسك	0.421052632	2
تمجد	0	1
تمدح	0	1
تمكن	0.190789474	1
تمول	0	1
تميز	0.058214748	1
تناغم	1	3
تنعم	0.111111111	1
تهلل	0	1
تواضع	0.3	2
توافق	0.594594595	2
تودد	0	1
توضح	0.363636364	2
توهج	1	3
ثابت	0.314814815	2
ثري	0.416666667	2
ثقف	0.5	2
جاد	0.466666667	2
جذب	0.193181818	1
جذل	0	1
جرا	0.460176991	2
جزم	0.5	2
جهد	0.375	2
حار	0.231527094	1
حب	0.366336634	2
حبك	0.205479452	1
حث	1	3
حديث	0.569620253	2
حر	0.583333333	2
حرر	0.142857143	1
حرص	0.283018868	2
حسم	0.692307692	2
حض	0	1
حفز	1	3
حفظ	0.281818182	2
حفل	0.3046875	2
حق	0.383233533	2
حمس	0.533333333	2
خجل	0.444444444	2
خصب	0	1
خفف	0.466666667	2
خلص	0.657276995	2
خلق	0.35971223	2
داهن	0	1
دعا	0.576271186	2
دعم	0.422222222	2
دفع	0.575984991	2
دهش	0.258064516	2
دوى	0.526315789	2
ذهل	1	3
راض	0.37037037	2
ربح	0.46875	2
رحب	0.4	2
رحم	0.295774648	2
رد	0.579710145	2
رشد	0.625	2
رفع	0.532258065	2
رمز	0.404255319	2
زكى	0.47761194	2
سار	0.383928571	2
ساعد	0.305555556	2
سالم	0.5	2
ساند	0.426315789	2
ساهم	0.285714286	2
سبى	0.7	2
سطع	0.5	2
سعد	0.363636364	2
سكن	0.39673913	2
سلس	0.165137615	1
سلى	0.166666667	1
سمح	0.655913978	2
سهل	0.17251462	1
سيد	0.43715847	2
سيطر	0.404761905	2
شاف	0.428571429	2
شجع	0.35	2
شرف	0.523809524	2
شغف	1	3
شكر	0.116089613	1
شمخ	0	1
صاحب	0.652920962	2
صادق	0.413793103	2
صارم	0.583333333	2
صاف	0.375	2
صالح	0.489208633	2
صبر	0.272727273	2
صدق	0.447115385	2
صفق	0.6	2
صقل	0	1
صلح	0.591194969	2
ضحك	0.675496689	2
طرى	1	3
طمان	1	3
طهر	0	1
طيب	0.253387534	2
عادل	0.573170732	2
عبق	0.150943396	1
عجب	0.446808511	2
عدل	0.476190476	2
عذب	0.4375	2
عربد	0	1
عزم	0.342857143	2
عشق	0.119402985	1
عطف	0.083333333	1
عظم	0.300411523	2
عقل	0.39047619	2
عمق	0.405405405	2
عمل	0.436604775	2
عهد	0.531914894	2
غامر	0.5	2
غنى	0.326923077	2
غني	0.252747253	2
فاخر	0.02739726	1
فاز	0.193548387	1
فاضل	0.4	2
فتن	0.76	3
فجر	0.612244898	2
فخر	0.2	1
فخم	0.08411215	1
فرج	0.387096774	2
فرح	0.387755102	2
فضل	0.186269803	1
فلح	0.25	2
فني	0.396341463	2
فهم	0.534375	2
قابل	0.417021277	2
قف	1	3
قهر	0.730769231	2
قوي	0.239631336	1
كافا	0	1
كثف	0.571428571	2
كرم	0.310810811	2
كسب	0.432432432	2
كفل	0.375	2
كنز	0.666666667	2
لطف	0.34	2
مجد	0.457142857	2
مدح	0.627906977	2
مرح	0.25984252	2
مرن	0.333333333	2
مسرور	1	3
منح	0.510869565	2
منفعل	0	1
ناصر	0.557142857	2
ناضل	0.090909091	1
نبل	0.75	3
نجح	0.444444444	2
نحب	0.28	2
نشيط	0.333333333	2
نصح	0.211467324	1
نصر	0.508928571	2
نصف	0.654028436	2
نضج	0.083333333	1
نظف	0.388059701	2
نعى	0	1
نفع	0.313432836	2
نقي	0.272727273	2
نهج	0.652173913	2
نهض	0.888888889	3
نور	0.388059701	2
هام	0.300970874	2
هنا	0.374066169	2
واثق	0.235294118	1
ود	1	3
ورع	0.266666667	2
وضح	0.305555556	2
وعد	0.567656766	2
وفق	0.196721311	1
وقر	0.417910448	2
ولع	0.259259259	2
يسر	0.364864865	2
حسن	0.411697248	2
حمد	0.446909667	2
نزه	0.090909091	1
تغزل	0	1
سابق	0.593073593	2
ظرف	0.411764706	2
فايض	0.666666667	2
خلال	0.313575526	2
ابدع	0.176470588	1
اجل	0.492753623	2
امثل	0.19047619	1
اجدى	0	1
اخير	0.496153846	2
بهي	0.772727273	3
زخرف	1	3
سوي	0.417266187	2
لبق	0.451612903	2
تبتل	0	1
تزهد	0	1
تضرع	0	1
تعبد	0	1
تنسك	0	1
ضرع	0	1
سرمد	0	1
لازم	0.447731755	2
اباء	0.111111111	1
اسمى	0	1
اشرف	0.785714286	3
امجد	0	1
انف	0.472440945	2
انبل	0	1
ترفع	0.681818182	2
تنزه	0.043478261	1
تابه	0.391304348	2
حسب	0.366525424	2
رقي	0.121019108	1
رقى	0.184615385	1
شان	0.63876652	2
طول	0.348314607	2
عز	0.326530612	2
قدر	0.409461664	2
كبر	0.414078675	2
بار	0.390776699	2
سلم	0.406451613	2
ارج	0.515988372	2
املد	0	1
خضل	0	1
رخص	0.329032258	2
رطيب	1	3
رطب	1	3
شذا	0	1
عرف	0.533769063	2
عطر	0.099009901	1
لين	0.411332634	2
ندي	0.347826087	2
جلل	0	1
جل	0.5	2
حاكم	0.451612903	2
ضخم	0.2125	1
علم	0.524822695	2
ملك	0.233009709	1
ماجد	0.25	2
نجم	0.578431373	2
تبجح	0	1
تفاخر	0.666666667	2
زهد	1	3
تجاوز	0.467741935	2
غض	1	3
خفض	0.304347826	2
دمث	0	1
ندب	0.625	2
ضامر	0	1
جود	0.301196341	2
رخو	0.333333333	2
طلق	0.436507937	2
حدب	1	3
تودة	0	1
حلم	0.230088496	1
رزانة	1	3
جهر	1	3
حذق	0	1
يقظ	0.545454545	2
تطور	0.333333333	2
تمدن	0	1
حافظ	0.287234043	2
لاحق	0.774647887	3
ارتاح	0.25	2
ابتهش	0	1
اجتذل	0	1
انشرح	0	1
ابشر	1	3
اجذل	0	1
احبر	0	1
ارضى	0.25	2
اطرب	0	1
اغبط	0	1
البس	0.201754386	1
امتع	0.545454545	2
اثلج	0	1
بش	1	3
بارى	1	3
باهج	0	1
بشر	0.369565217	2
بشر به	0	1
فرح به	0	1
تفاءل	0.666666667	2
تبهج به	0	1
تهنا	0	1
حبر	0.647058824	2
حجا	0.636363636	2
راق	0.1	1
زف خبرا مفرحا	0	1
سر	0.388888889	2
سر به	0	1
شرح صدر	0	1
شنف	0	1
طار فرحا	0	1
هزه السرور	0	1
امتاز	1	3
انفرد	0	1
اجاد	0.608695652	2
احرز	1	3
افلح	0	1
اناف	0	1
برع في	0	1
برز في	0	1
تفوق على	0	1
تفوق في	0	1
ربا	0.540983607	2
سبق	0.395683453	2
ظفر	0	1
غلب	0.290322581	2
فاق	0.636363636	2
نبغ	0.692307692	2
انبلج	0	1
ايتلق	0	1
ابرق	0	1
اومض	0	1
برق	0.487179487	2
بزغ	1	3
تبلج	0	1
تلالا	0	1
اشتغل	0.789473684	3
اجتهد	0.666666667	2
جد	0.213759214	1
طمح الى	0	1
رغد	0	1
رفه	0.411167513	2
نعم	0.357142857	2
اتزن	1	3
اعتبر	0.208333333	1
تحلم	0.333333333	2
توقر	0	1
حصف	0	1
رزن	1	3
رصن	0	1
استعد	0.291666667	2
نشط	0.5	2
استقر	0.375	2
استراح الى	0	1
اطمان الى	0	1
اعتمد على	0	1
استراح	0.142857143	1
اطمان	0	1
اخلد الى	0	1
اراح	0.152542373	1
ركن الى	0	1
عول على	0	1
قر	0	1
هبط	0.8	3
هجع	0	1
هدا	0.327868852	2
اغتبط	0	1
انبسط	0.424242424	2
طرب	0.369565217	2
هني	0.577464789	2
استخرج	0	1
اجتذب	0	1
انجذب	1	3
انشد	0	1
اثنى على	0	1
اشاد بـ	0	1
برد الالم	0	1
رقق	0	1
لاطف	0.166666667	1
ارهف	0	1
رهف	1	3
هذب	0.166666667	1
اتسع	0.333333333	2
امدح	0	1
اشاد	0.666666667	2
راقي	0.050520059	1
ضميرها صاحي	0	1
متفائل	0	1
متفائله	0	1
ابتسامه	0.4375	2
ابتكارا	1	3
ابتكارات	1	3
ابدعت	1	3
ابسط	0.666666667	2
ابشركم	0	1
ابن اصول	0	1
ابن حلال	0	1
ابن ناس	0	1
ابهار	0.363636364	2
ابهرت	1	3
اتسمت	1	3
اتطوع	0	1
اتفاقات	0	1
اتفائل	0	1
اتقي	0	1
اتيحت	0.333333333	2
اثبتنا	0	1
اثري	0.272727273	2
اثق	0.214285714	1
اجازات	0.2	1
اجازه سعيده	0	1
اجبارية	0.666666667	2
اجتذبت	0	1
اجتماعية	0.555555556	2
اجماع	0	1
اجمل الاماني	0	1
اجمل التهاني	0	1
احباب	1	3
احبـك	0	1
احبكم	0.5	2
احبها	0.243902439	1
احترافي	0.388888889	2
احتراما	1	3
احترامك	1	3
احتضان	0	1
احتضنت	0	1
احتفاء	0.375	2
احتفالات	0.119047619	1
احتفالي	1	3
احتياجات	0.104	1
احتياجاته	1	3
احرار	0.555555556	2
احساسه	0.142857143	1
احسنت	0.5	2
احقاق	0	1
احلامك	1	3
احيت	1	3
اختراقات	0	1
اخلاق كريمه	0	1
اخلاق نبيله	0	1
اخلاقية	0.666666667	2
اخلاقیات	0	1
اخوه	0.571428571	2
اخوي	0.393939394	2
اداء رائعا	0	1
اداب	1	3
ادعم	0.25	2
ادق	0.212598425	1
اذهل	1	3
ارادتهم	0	1
ارباحا	0	1
ارتباطات	1	3
ارتبط	1	3
ارتبطت	1	3
ارساء	0	1
ارق التهاني	0	1
ارق انسان	0	1
ارق حبيب	0	1
ارق قلب	0	1
ارق كلمه	0	1
ارق ناس	0	1
ارق واحد	0	1
ارقي	0.2	1
اروع	0.018126888	1
ازهار	1	3
اساعد	0	1
استبشرت	1	3
استبشرخير	0	1
استثمار	0.111111111	1
استثماري	0.333333333	2
استثنائي	0	1
استثنائية	0.5	2
استحوذت	0	1
استراتيجي	0.083333333	1
استرضائي	0	1
استعادت	0	1
استعادتها	0	1
استعداده	0.5	2
استعيدت	0	1
استقبالا جيدا	0	1
استقرارها	1	3
استقطاب	0.4	2
استقلالية	0.1	1
استمتع	0.146341463	1
استمتعت	0.038461538	1
استئناف	0	1
اسطوري	0.428571429	2
اسطورية	0	1
اسعدتم	0	1
اسهام	0.333333333	2
اسهامات	1	3
اشتهيت	1	3
اشراقا	1	3
اشرف ناس	0	1
اشرف واحد	0	1
اشكر	0.034482759	1
اصرارا	1	3
اصلاحات	0	1
اصلاحاته	0	1
اصيلة	1	3
اضفاء	0.428571429	2
اطلالته	0.177777778	1
اطمئنان	1	3
اطيب	0.169811321	1
اظرف	0	1
اعتدالا	1	3
اعجاب	0.308823529	2
اعجابي	0.15	1
اعجاز	0.333333333	2
اعجبتني	0.245283019	1
اعجبني	0.264044944	2
اعجوبة	0	1
اعشق	0.038461538	1
اعشقك	1	3
اعشقكم	0	1
اعفاء	0	1
اعفي	0	1
افخر	1	3
افديك	0	1
اقبالا	0.166666667	1
اقتصادي	0.5	2
اقتناص	0.5	2
اقدر	0.309859155	2
اقوي	0.5	2
اكثر اشراقا	0	1
اكثر حزما	0	1
اكثر صرامة	0	1
اكثر مرونة	0	1
الابتسامات	0	1
الابتسامة	0.181818182	1
الابتكار	0.166666667	1
الابتكارات	1	3
الابداع	0.35483871	2
الابداعية	0	1
الابطال	0.466666667	2
الاثارة	0.227272727	1
الاحاسيس	0.333333333	2
الاحترام	0.510204082	2
الاحتفاء	0	1
الاحتفال	0.041666667	1
الاحساس	0.2	1
الاخلاص	1	3
الاخلاقي	0.6	2
الاخوية	1	3
الاذواق	0.034482759	1
الارتياح	0.75	3
الازدهار	1	3
الاستثمار	0.333333333	2
الاستدامة	0	1
الاستقرار	0.454545455	2
الاسطورة	0.333333333	2
الاشارة	0.25	2
الاصلاحات	0	1
الاصلاحات الاقتصادية	0	1
الاصيلة	1	3
الاعتناء	0.444444444	2
الاعجاب	0.523809524	2
الافضل	0.145985401	1
الاقبال	0.75	3
الاقوياء	0	1
الاكبر	0.409090909	2
الاكبر حجما	0	1
الاكتفاء الذاتي	0	1
الاكثر انتشارا	0	1
الاكثر تاثيرا	0	1
الاكثر تداولا	0	1
الاكثر مبيعا	0	1
الاكثر نفوذا	0	1
الالفة	0	1
الالفه	1	3
الامة الاسلامية	0	1
الامتيازات	1	3
الامثل	0.1875	1
الامن	0.636363636	2
الانتصارات	0	1
الانجازات	0.25	2
الانسب	0.1	1
الانسجام	1	3
الانطلاق	0.333333333	2
الانمائية	0	1
الانيق	0.2	1
الاهتمام	0.43902439	2
الاهم	0.214689266	1
الاوسمة	0	1
الاولوية	0	1
الاولي	0.235294118	1
الايجابي	0.4	2
الايجابيات	0.333333333	2
الإعجاز	0	1
الأعاجيب	0	1
الأفضل أداء	0	1
الأول في فئتها	0	1
البارز	0.166666667	1
البهجة	0.214285714	1
البهجه	1	3
البهيجة	0	1
التاكيد	0.350877193	2
التالق	1	3
التاملي	1	3
التاهل	1	3
التاييد	0	1
التأكيد مجددا	0	1
التتويج	0	1
التثبيت	0.75	3
التحاور	0	1
التحبيب	0	1
التحسينات	1	3
التحكم	0.205882353	1
الترابط	1	3
الترويج	0.375	2
التسامح	0.333333333	2
التسويات	0	1
التصديق	1	3
التضامن	0.5	2
التعاطف	0.636363636	2
التعاطي	0	1
التعاون والتنسيق	0	1
التعويض	0.888888889	3
التعويضات	0	1
التغذية	1	3
التفاؤل	0	1
التفوق	1	3
التقمص العاطفي	0	1
التقوي	0.181818182	1
التكافؤ	0	1
التكلف	0.25	2
التناغم	0	1
التنمية المستدامة	0	1
التهدئة	0	1
التهنئة	0	1
التوازن	1	3
التواضع	0	1
التوفيق	0.140186916	1
الثابت	0.142857143	1
الثقة	0.5	2
الثقه	0.363636364	2
الجائزة	0	1
الجمال	0.144736842	1
الجمالي	0.25	2
الجوائز	1	3
الجيد	0.292207792	2
الجيدين	0	1
الحب	0.361256545	2
الحريات	0.7	2
الحسم	0	1
الحسنى	0	1
الحقوق والحريات	0	1
الحكمه	0.6	2
الحلم يتحقق	0	1
الحمد لله	0	1
الحمدالله	0.777777778	3
الحمدلله	0.191489362	1
الحميم	0.2	1
الداعم	0	1
الدقة	0.210526316	1
الدماثة	0	1
الدهشة	0.571428571	2
الذ	0.372391066	2
الذكي	0.133333333	1
الذهب	0.158730159	1
الذوق الرفيع	0	1
الراحة	0.120689655	1
الراسخة	0	1
الراقي	0.058139535	1
الرائد	1	3
الرائعة	0.014925373	1
الربح	0.615384615	2
الرزانه	0	1
الرشيق	0	1
الرضا	0.5	2
الرضا عن النفس	0	1
الرعاية	1	3
الرفاهية	0.111111111	1
الرقي	0.025	1
الزين	0.046511628	1
السرعة	0.159090909	1
السكنية	1	3
السلام	0.15403423	1
السلامه	0.571428571	2
السلس	0.413793103	2
الشجاع	0.3	2
الشجاعة	0.25	2
الشكر	0.13559322	1
الشهرة	0.576923077	2
الشهيرة	0.098360656	1
الشهيرة على مستوى العالم	0	1
الصحيح	0.487804878	2
الصداره	0	1
الصداقة	0.214285714	1
الصلة	0	1
الصمود	0.375	2
الصوت العربي الحر	0	1
الطازجة	0.032258065	1
الطموحات	0	1
الطيب	0.173076923	1
العاشق	0.5	2
العاقل	0	1
العبقري	0.25	2
العجايبي	0	1
العريقة	0.083333333	1
العشق	1	3
العصرية	0.064516129	1
العظيمة	0.1	1
العفو	0.4	2
العلاء	0	1
العناية الإلهية	0	1
الغزل	0.2	1
الف شكر	0	1
الفائز	0	1
الفائزة بجائزة	0	1
الفائزون	0	1
الفائزين	0	1
الفتح	0.142857143	1
الفتن	0.7	2
الفخامة	0.130434783	1
الفخر	0.2	1
الفرح	0.260869565	2
الفضيلة	0	1
الفهم	0.571428571	2
الفوز	0.62962963	2
الفوز باللقب	0	1
الفيض	1	3
القادم أجمل	0	1
القدرات الكبيرة	0	1
القدير	0.166666667	1
القضية خالية	0	1
القمة	0.75	3
القوة	0.5	2
القيم	0.25	2
القيمة	0.275	2
الكاريزمية	0	1
الكامل	0.280701754	2
الكبير	0.234234234	1
الكبيرة	0.264957265	2
الكوميدية	0.558823529	2
الله اكبر	0	1
الله الله	0	1
الله عليك	0	1
الله يحفظك	0	1
الله يحفظكم	0	1
الله يحفظه	0	1
الله يحميك	0	1
الله يحميكم	0	1
الله يحميه	0	1
الله يخليك	0	1
الله يخليكم	0	1
الله يخليه	0	1
الله يزيد	0	1
الله يقويهم	0	1
الله يكون في عون	0	1
اللهم احفظ	0	1
المبتكرين	0	1
المتالق	0.333333333	2
المتحالفين	0	1
المتعة	0.0625	1
المتميز	0.045454545	1
المتنورين	0	1
المتواضع	0.538461538	2
المثابرة	1	3
المثالي	0.235294118	1
المثالية	0.5	2
المثير	0.307692308	2
المثيرة	0.4	2
المجاني	0.194444444	1
المحمول	0.416666667	2
المدافع	0	1
المدخر	0	1
المدروسة	1	3
المدعومة	0	1
المدعومين	0	1
المدللة	0	1
المديح	0.571428571	2
المذاق	0.106060606	1
المرح	0.255813953	2
المرموقة	0	1
المريض	0.444444444	2
المزايا	0.4	2
المزدهر	0	1
المساعدة	0.333333333	2
المساهمة	0	1
المستدامة	0	1
المستفيد	0.666666667	2
المستوجبة	0	1
المشاركة	0.428571429	2
المشاكس	0	1
المشجعين	1	3
المشهود	0	1
المشهور	0.047619048	1
المصادقة	0	1
المصالح	0.666666667	2
المصداقية	0.333333333	2
المصلحة	0.571428571	2
المصلحة العامة	0	1
المعبود	0	1
المعجبين	0.466666667	2
المعجزات	1	3
المعرفة	0.6	2
المعرفية	0	1
المعروفة	0.169811321	1
المعشوق	0	1
المفاجئة	1	3
المفضلة	0.090909091	1
المقدس	0.666666667	2
المقدسة	0.5	2
المكاسب	0	1
المكافاة	0.666666667	2
المكافات	0	1
المكتسبة	0	1
المكرمة	1	3
المكملات	0	1
الملتزمة	0	1
الملهم	0	1
الممتازة	0.044117647	1
المميزات	0.222222222	1
المناسب	0.113989637	1
المنال	1	3
المناورة	0	1
المنتصر	1	3
المنضبط	0	1
المنقذ	0	1
المهنئين	0	1
الموافقة	0.25	2
الموثوق	1	3
المودة	1	3
الموضوعية	1	3
الموفرة للطاقة	0	1
الموهبة	0.6	2
الموهوب	0.1	1
المؤثر في	0	1
المؤمنين	0	1
المؤهلين	0	1
المؤيد	0	1
المؤيدين	0	1
الميامين	0	1
الميزات	0.230769231	1
الناحية الاخلاقية	0	1
الناصحة	0	1
النبيل	0.5	2
النبيلة	0.5	2
النتائج الايجابية	0	1
النجاح	0.36	2
النجاح المؤكد	0	1
النجاحات	0	1
النجمان	0	1
النجوم	0.204545455	1
النسخ	0.310344828	2
النظافة	0.243835616	1
النظاميين	0	1
النعيم	1	3
النمو	0.375	2
النمو الاقتصادي	0	1
النمو السريع	0	1
الهام	0.2	1
الهجوم المضاد	0	1
الهدوء	0.03960396	1
الهزائم	0	1
الهناء	1	3
الهواجس	0.666666667	2
الواجهة	1	3
الواضحة	0.181818182	1
الوضوح	0.307692308	2
الوطني	0.373333333	2
الوعاظ	0	1
الولاء	0.25	2
الوهجة	0	1
الي الامام	0	1
امانته	0.4	2
امانه	0.257142857	2
امدادها	0	1
امينة	0.333333333	2
انا سعيد	0	1
انا عاشق	0	1
اناقه	1	3
انبهار	0.6	2
انتصارات	1	3
انتصاري	0	1
انتقائي	0	1
انجازات	0.333333333	2
انجازها	1	3
انجزت	1	3
انشطة	0.12	1
انصح به	0	1
انصر	0.25	2
انعاش	0	1
انفتاحا	0	1
انفقت	0	1
انيقة	0.088235294	1
انيقه	0.076923077	1
اهتماما	0.333333333	2
اهدر	1	3
اهلا	0.611111111	2
اواصر	0	1
اوائل	0.5	2
اولوية	0	1
اولوية قصوى	0	1
اؤيد	0	1
اؤيدك	0	1
ايجابي	0.318181818	2
ايجابيات	0.166666667	1
ايجابية	0.55	2
ايدت	0	1
ايدتم	0	1
ايقونه	0.5	2
ايمانك	0	1
إبداعي	0	1
إحترام الذات	0	1
إخلاص شديد	0	1
إرتياح	0	1
إرضاء الذات	0	1
إسراف	0	1
إشعاع	0	1
إصرار وعزيمه	0	1
إطراء	0	1
إعادة الطمأنينة	0	1
إعادة هيكلة	0	1
إلهي	0	1
إلهيا	0	1
أبدي	0	1
أبرع	0	1
أبرئ	0	1
أبهج	0	1
أرفع	0	1
أرق	0.2	1
أساسي	0.25	2
أسرع نموا	0	1
أسطووره	0	1
أسلس	0	1
أشبع	0	1
أصبح جميلا	0	1
أطال الله	0	1
أعذب	0	1
أعز الناس	0	1
أعز إنسان	0	1
أعلى	0.35	2
أعلى درجة	0	1
أعمال	0.045454545	1
أفضل المعروف	0	1
أفضل من المتوقع	0	1
أكثر ثباتا	0	1
أكثر حظا	0	1
أكثر صلابة	0	1
أكثر فائدة	0	1
أكثر هدوءا	0	1
أكد	0.466666667	2
ألطف	0	1
ألفة	0	1
ألهم	0.5	2
أملس	0	1
أنار	0	1
أنيس	0	1
أوسم	0	1
أوضح	1	3
أول	0.423076923	2
آسر	1	3
ابتهاج	0	1
اتقان	0.090909091	1
اجر	0.461254613	2
احترام	0.572413793	2
احراز	0	1
احكام	0.277777778	2
اخلاص	0.222222222	1
ادائهم	0	1
ادراك	0.476190476	2
بارعا	1	3
بارك الله فيك	0	1
استحقاق	0.2	1
استقامة	0	1
اسرع	0.323529412	2
اسرع وقت	0	1
اسعار معقولة	0	1
باسمه	0.166666667	1
اسهاب	1	3
اسهامات	1	3
اعجاب	0.308823529	2
اعجوبة	0	1
اقتدار	0.2	1
اكبر	0.399463807	2
احترام	0.572413793	2
التزام	0.625	2
امان	0.25	2
امتنان	1	3
ايجاب	0.333333333	2
تبصر	0	1
التزام	0.625	2
تزكية	0	1
تساوي	0	1
تنسيق	0.384615385	2
توفيق	0.216	1
ثقة	0.379310345	2
حب	0.366336634	2
حقوق	0.666666667	2
دعاء	0.323529412	2
دقة	0.252173913	2
ذكاء	0.454545455	2
ذهبية	0.4375	2
ذهول	0.5	2
سلامه	0.7	2
صدارة	0.222222222	1
بالطرق السلمية	0	1
عدل	0.476190476	2
عسل	0.288888889	2
عيد	0.450160772	2
بالغ الاهمية	0	1
بالغ التهذيب	0	1
غناء	0.30952381	2
فخر	0.2	1
فطرة	0	1
فوز	0.515625	2
ولاء	0.53164557	2
امانة	0.682926829	2
امكانات	1	3
امن	0.562992126	2
اناة	0.435897436	2
انسانية	0.432835821	2
انصاف	0.555555556	2
باهي	0.1875	1
براعة	0.129032258	1
بسالة	1	3
بطولة	0.322033898	2
بلاغة	1	3
ترف	0.367816092	2
تعزيز	0.181818182	1
تقدير	0.206349206	1
توقد	0	1
ثبات	0.411764706	2
ثروة	0.777777778	3
ثقة	0.379310345	2
جائزة	0.125	1
جد	0.213759214	1
جراة	0.636363636	2
جمالها	0.4	2
بحبوحه	0	1
حرارة	0.326923077	2
حزم	0.6	2
حق	0.383233533	2
حكمة	0.425531915	2
حماس	0.533333333	2
حماسة	1	3
حمد	0.446909667	2
خبرة	0.385714286	2
خدمات	0.212177122	1
خفة دم	0	1
بخير	0.15625	1
دقة	0.252173913	2
دقة متناهية	0	1
ذكاء	0.454545455	2
بذل جهد	0	1
بر الامان	0	1
راحة	0.260869565	2
براعه	1	3
رحاة صدر	0	1
رشاقة	0.5	2
بركات	0.055555556	1
بركه	0.8	3
بريئا	0	1
بريئه	0	1
برئ	1	3
بساله	0	1
سخاء	1	3
سرعة	0.185520362	1
سعادة	0.348837209	2
سعادة غامرة	0	1
سلاسة	0.3	2
سلام	0.238952537	1
سلامة	0.375	2
سماحة	1	3
سمعة	0.52173913	2
سهل	0.17251462	1
سهولة	0.165137615	1
سيادة	0.425	2
بشاره	0	1
شجاعة	0.4	2
بشكل جيد	0	1
بشكل رائع	0	1
بشكل صحيح	0	1
بشكل قانوني	0	1
بشكل لا لبس فيه	0	1
بشكل مثير للإعجاب	0	1
بشكل مثير للدهشة	0	1
بشكل مستقيم	0	1
