Word/Phrase	Polarity Score(Normalized)	Polarity Score
الفقيرة	0.2	-1
الفكر التكفيري	0	-1
الفكر المتطرف	0	-1
الفكر المتطرف	0	-1
الفم	0.095238095	-1
الفوارق	1	-3
الفوضى	0.736842105	-2
الفوضى	0.736842105	-2
الفيتامين	0	-1
الفيروس	0.166666667	-1
الفيروس	0.166666667	-1
الفيروسات	1	-3
الفيروسات	1	-3
الفيضان	0	-1
الفيضان	0	-1
الفيضانات	0	-1
الفيضانات	0	-1
الفيلة	0	-1
الفئوية	0	-1
القاء الحجارة	0	-1
القاء القبض	0	-1
القاء القبض عليه	0	-1
القاء القبض عليهم	0	-1
القاء القبض عليهما	0	-1
القاتل	0.741935484	-2
القاتلة	0.8	-3
القاص	1	-3
القاصرين	0	-1
القت بظلالها	0	-1
القتال	0.277777778	-2
القتال	0.277777778	-2
القتالية	0	-1
القتل	0.777777778	-3
القتل	0.777777778	-3
القتلة	0.9	-3
القتلة	0.9	-3
القتلى	0.5	-2
القحبة	0	-1
القدس الشرقية المحتلة	0	-1
القدمين	0	-1
القرحة	0	-1
القرفة	0	-1
القروض	0.166666667	-1
القروض	0.166666667	-1
القسطرة	0	-1
القسوة	0	-1
القصاص	0.5	-2
القصف	0.666666667	-2
القصف	0.666666667	-2
القصف الجوي	0	-1
القصف الروسي والسوري	0	-1
القصف الصاروخي	0	-1
القصف العشوايي	0	-1
القصف العنيف	0	-1
القصف المتواصل	0	-1
القصف المدفعي	0	-1
القضاء علي	0	-1
القضايا	0.304347826	-2
القضم	0	-1
القضية	0.37037037	-2
القفازات	0.666666667	-2
القلاقل	1	-3
القلاقل	1	-3
القلق	0.125	-1
القلق	0.125	-1
القلقة	0	-1
القمامة	0.9	-3
القمامة	0.9	-3
القمع	0.857142857	-3
القمع	0.857142857	-3
القمعية	1	-3
القناصة	0	-1
القناعات	0	-1
القنبلة	0.416666667	-2
القهر	0	-1
القهري	0	-1
القواد	0	-1
القوادة	0	-1
القوادون	0	-1
القواسم المشتركة	0	-1
القولون	1	-3
القوى	0.6	-2
القوى السياسية	0	-1
القوي السياسية	0	-1
القوية	0.238095238	-1
القي القبض	0	-1
القي القبض عليهم	0	-1
القيء	0	-1
القيام	0.366666667	-2
القيود	0.8	-3
الكابة	0.666666667	-2
الكاتب	0.578125	-2
الكاذبة	1	-3
الكارب	0	-1
الكارثة	0.857142857	-3
الكارثة	0.857142857	-3
الكارثة الانسانية	0	-1
الكارثية	1	-3
الكاريزما	0	-1
الكافيين	0	-1
الكاينات	0	-1
الكبح	0	-1
الكبد	0.866666667	-3
الكبيرة	0.264957265	-2
الكثافة السكانية	0	-1
الكحوليات	0	-1
الكذاب	1	-3
الكذب	0.787878788	-3
الكراهية	0.333333333	-2
الكراهية	0.333333333	-2
الكراهية والعنصرية	0	-1
الكربون	0	-1
الكره	0.333333333	-2
الكساد	0	-1
الكساد	0	-1
الكسل	1	-3
الكسور	0	-1
الكفاح	0	-1
الكفاح المسلح	0	-1
الكفار	0	-1
الكفاف	0	-1
الكفر	0.380952381	-2
الكلبة	0	-1
الكهوف	0	-1
الكوارث	1	-3
الكوارث	1	-3
الكوارث الطبيعية	0	-1
الكورتيزول	0	-1
الكورتيزون	0	-1
الكوكايين	0	-1
الكوكايين	0	-1
الكولسترول	0	-1
الكولسترول	0	-1
الكوليرا	0	-1
الكوليرا	0	-1
الكوليسترول	0	-1
الكويكب	0	-1
اللا عقلانيون	0	-1
اللااحتمالية	0	-1
اللاجيين	0	-1
اللاذعة	0	-1
اللاعقلانية	0	-1
اللثة	0	-1
اللطخات	0	-1
اللعاب	0.461538462	-2
اللعن	0.5	-2
اللعنة	0.428571429	-2
اللعين	1	-3
اللغة العربية	0	-1
اللغط	0.5	-2
اللفات	0	-1
الله غالب	0	-1
الله فظيعة	0	-1
الله لا يسامحك 	0	-1
الله يلعن	0	-1
اللهم اخزه	0	-1
اللوحات	0.25	-2
اللوزتين	0	-1
الليات	0	-1
الليمون	0.310344828	-2
الم	0.339607201	-2
الم	0.339607201	-2
الم	0.339607201	-2
المارقة	0	-1
المازق	0.4	-2
المازق	0.4	-2
المازق السياسي	0	-1
الماساة	0.444444444	-2
الماساة	0.444444444	-2
الماساوية	0	-1
الماية	0.5	-2
المباريات الثلاث	0	-1
المبالاة	0	-1
المبرح	0	-1
المبعدة	0	-1
المتاجر	0.2	-1
المتاجره بالدين	0	-1
المتاخرات	0	-1
المتاعب	0.333333333	-2
المتامرين	0	-1
المتدنية	1	-3
المتراكمة	0	-1
المتردي	0.75	-3
المتردية	0	-1
المتسربين	0	-1
المتسلل	0	-1
المتسللين	0	-1
المتشدد	1	-3
المتشددة	0	-1
المتشددين	0	-1
المتشرد	1	-3
المتضرر	0.2	-1
المتضررة	0	-1
المتطرف	0.666666667	-2
المتطرفة	0	-1
المتطرفون	0	-1
المتطرفين	0	-1
المتعاملين	1	-3
المتعة	0.0625	-1
المتعذر	0	-1
المتعصبين	1	-3
المتغيرات	0	-1
المتفاخر	0	-1
المتفجع	0	-1
المتكبرة	0	-1
المتكررة	0.5	-2
المتلاحقة	0.5	-2
المتلازمة	0	-1
المتلاعبة	0	-1
المتلاعبين	0	-1
المتمردين	0	-1
المتنازع عليها	0	-1
المتهرب	0	-1
المتهور	0	-1
المتورط	0.4	-2
المتورطة	0	-1
المثار	0.333333333	-2
المثبط	0	-1
المثبط للهمم	0	-1
المثبطة	0	-1
المثلية	0.666666667	-2
المجازر	0	-1
المجاعة	0	-1
المجاعة	0	-1
المجاهرة	0	-1
المجرمة	0	-1
المجرمين	0.55	-2
المجرمين	0.55	-2
المجزرة	0	-1
المجزرة	0	-1
المجسمات	0	-1
المجهدة	0	-1
المجهول	0.25	-2
المحارق	0	-1
المحاصر	1	-3
المحاصرة	0	-1
المحاصرين	1	-3
المحاكمة	0.428571429	-2
المحال التجارية	0	-1
المحاليل	0	-1
المحاولة	0.833333333	-3
المحاولة	0.833333333	-3
المحاولة الانقلابية	0	-1
المحتال	0.5	-2
المحتالون	0	-1
المحتدم	0	-1
المحترقة	0	-1
المحرضين	0	-1
المحرقة	1	-3
المحزن	0	-1
المحسوبية	0	-1
المحلات	0.257907543	-2
المحلات التجارية	0	-1
المحموم	0	-1
المحنة	0.333333333	-2
المحير	0	-1
المخادعون	0	-1
المخاطر	0.5	-2
المخاطر	0.5	-2
المخالف	0.875	-3
المخالفات	1	-3
المخالفات	1	-3
المخالفة	0	-1
المخالفين	0	-1
المخاوف	0.333333333	-2
المخاوف	0.333333333	-2
المخاوف الامنية	0	-1
المخاوف بشان	0	-1
المخبرين	0	-1
المخبول	1	-3
المخدرات	0.375	-2
المخفض	0.2	-1
المخلفات	0.5	-2
المخلوع	0.444444444	-2
المخلوع صالح	0	-1
المد البحري	0	-1
المدانين	0	-1
المدانين	0	-1
المداهمات	0	-1
المدمر	0.5	-2
المدمن	0.333333333	-2
المديونية	0	-1
المديونية	0	-1
المذابح	0	-1
المذابح	0	-1
المذبحة	1	-3
المذبحة	1	-3
المذبوحة	0	-1
المذنب	0	-1
المراهق	0.5	-2
المرتبة الثانية	0	-1
المرتبطين	0	-1
المرتدة	0	-1
المرتكبين	0	-1
المرض	0.27027027	-2
المرضى الذين	0	-1
المرضى المصابين	0	-1
المرعب	0.111111111	-1
المرعبة	0	-1
المروعة	0	-1
المروعة	0	-1
المريء	0	-1
المريضة	0.25	-2
المريضة	0.25	-2
المزاعم	0	-1
المزاعم	0	-1
المزايدات	1	-3
المزمن	1	-3
المزمنة	1	-3
المس	0.429635145	-2
المساءلة	0	-1
المساس	0.5	-2
المساس	0.5	-2
المساعدات	1	-3
المسالة	0.947368421	-3
المسبار	0	-1
المسببات	1	-3
المستبد	0	-1
المستثمرين	1	-3
المستحقات	0	-1
المستحيل	0.45	-2
المستخدمين	0.5	-2
المستعرة	1	-3
المستغلة	0	-1
المستقرة	1	-3
المستهلكين	1	-3
المستوطنات	0	-1
المسرحيات	0	-1
المسرحين	0	-1
المسرطنة	0	-1
المسعفون	0	-1
المسكنات	0	-1
المسكنات	0	-1
المسوخ	0	-1
المسيء	0	-1
المسيرات	1	-3
المشاحنات	0	-1
المشاحنات	0	-1
المشاريع الاستثمارية	0	-1
المشاق	0	-1
المشاكل	0.326530612	-2
المشاكل الصحية	0	-1
المشاكل والعقبات	0	-1
المشتبه به	0	-1
المشتعلة	0	-1
المشرد	0	-1
المشردين	0	-1
المشركين	0	-1
المشروبات الكحولية	0	-1
المشقة	0	-1
المشكلات	0.666666667	-2
المشكلات	0.666666667	-2
المشكلات الصحية	0	-1
المشكلة	0.589285714	-2
المشهر	0	-1
المشورة	1	-3
المشي	0.317073171	-2
المشيعون	0	-1
المصابين	0.4	-2
المصادرة	0	-1
المصادمات	0	-1
المصاعب	0	-1
المصاعب	0	-1
المصلحة الذاتية	0	-1
المضاعفات	0	-1
المضاعفات	0	-1
المضايقات	0	-1
المضايقات	0	-1
المضرة	0	-1
المضطرب	0	-1
المضغ	0.333333333	-2
المضللة	0	-1
المطالبات	0	-1
المطبات	0	-1
المطلق صوتا	0	-1
المطمئنين	0	-1
المظالم	0	-1
المظاهرات	0.7	-2
المظاهرات	0.7	-2
المظلومين	0.75	-3
المعادية للمسلمين	0	-1
المعارضات	0	-1
المعارضة	1	-3
المعارك	0.214285714	-1
المعاملة السيئة	0	-1
المعاناة	0.3125	-2
المعتقدات	1	-3
المعتقل	0.454545455	-2
المعتقل	0.454545455	-2
المعركة	0.583333333	-2
المعري	0	-1
المعزولة	0	-1
المعضلة	0.5	-2
المعضمية	0	-1
المعوقات	0	-1
المعوقات	0	-1
المعونات	0	-1
المغازل	0	-1
المغالطات	0	-1
المغشوشة	0	-1
المغص	0	-1
المغطي	0	-1
المغفل	0	-1
المفارقات	0.888888889	-3
المفاهيم الخاطية	0	-1
المفاهيم الخاطئة	0	-1
المفبركة	0	-1
المفترسات	0	-1
المفزع	0	-1
المفسدين	0.333333333	-2
المقاطعة	0.833333333	-3
المقاومة والجيش الوطني	0	-1
المقلب	0.5	-2
المقلد	0.5	-2
المقلقة	0	-1
المقولات	0	-1
المكسرات	0.075757576	-1
الملاجيء	0	-1
الملاحظات	0.545454545	-2
الملاحقات	0	-1
الملاريا	0	-1
الملاريا	0	-1
الملتوية	0	-1
الملفات	0.4	-2
الملكية	0	-1
الملل	0.377358491	-2
الملوثة	1	-3
الملوثين	0	-1
الممارسات	0	-1
الممارسات الاسرائيلية	0	-1
المماطلة	1	-3
الممتلئ	0	-1
الممكن	0.285714286	-2
المملون	0	-1
الممنوعات	0	-1
المميتة	0	-1
المميزات	0.222222222	-1
المناطق المحاصرة	0	-1
المناعية	0	-1
المنافس	0.4	-2
المنافقين	1	-3
المناوشات	0	-1
المناوشات	0	-1
المنح	0.555555556	-2
المنحرفة	1	-3
المنخفضات	0	-1
المنشق	0	-1
المنشقين	0	-1
المنع	0.24137931	-1
المنكوبة	0	-1
المنهكة	0	-1
المهاترات	0	-1
المهاجمون	0	-1
المهترئ	0	-1
المهربون	0	-1
المهرطق	0	-1
المهزلة	0.857142857	-3
المهضوم حقه	0	-1
المهم	0.498113208	-2
المهمشة	0	-1
المهمشة	0	-1
المهول	1	-3
المواجهات	0	-1
المواجهات	0	-1
المواجهات العنيفة	0	-1
المواجهة	0.285714286	-2
المواد المتفجرة	0	-1
المواقف	0.280788177	-2
المواقف	0.280788177	-2
الموبد	0	-1
الموبوءة	0	-1
الموت	0.544444444	-2
الموت المبكر	0	-1
الموت جوعا	0	-1
الموظفين	0.505928854	-2
الموقف	0.518518519	-2
الموقوفين	0	-1
المولمة	0	-1
المويد	1	-3
المؤامرات	0	-1
المؤذن	0	-1
المؤلمة	0	-1
المياه	0.520547945	-2
الميت	0.739130435	-2
الميكروبات	0	-1
الميليشيات	0.5	-2
الميليشيات الحوثية	0	-1
النابض	0	-1
الناقد	0.75	-3
الناكر	0	-1
النامية	0	-1
النامية	0	-1
الناي بالنفس	0	-1
النايية	0	-1
النائية	0	-1
النباتات	0.25	-2
النتايج السلبية	0	-1
النخبة السياسية	0	-1
النداءات	0	-1
النزاع	0.5	-2
النزاع المسلح	0	-1
النزاعات	0	-1
النزاعات	0	-1
النزف	0	-1
النزوات	0.333333333	-2
النزوح	0	-1
النسيان	0.25	-2
النصب	0.590909091	-2
النصح	0	-1
النضال	0.444444444	-2
النظارات	0	-1
النفاق	0.8	-3
النفايات	0.5	-2
النفايات	0.5	-2
النفق المظلم	0	-1
النفقات	0	-1
النفي	0	-1
النقاد	0.424242424	-2
النقاش	0.714285714	-2
النقايص	0	-1
النقد الذاتي	0	-1
النقص الحاد	0	-1
النقص الشديد	0	-1
النكراء	0	-1
النكسات	0	-1
النمطية	0.333333333	-2
النمو	0.375	-2
النمو الاقتصادي	0	-1
النمو السكاني	0	-1
النهاية هزلية	0	-1
النهب	0.333333333	-2
النواقص	0	-1
النوبات	0	-1
النوبات القلبية	0	-1
النوم	0.403508772	-2
الهاء	1	-3
الهالات	0	-1
الهالات السوداء	0	-1
الهاون	0	-1
الهبوط الحاد	0	-1
الهبوطية	0	-1
الهجرات	0	-1
الهجمات	0	-1
الهجمات	0	-1
الهجمات الارهابية	0	-1
الهجمات الارهابية	0	-1
الهجمات الانتحارية	0	-1
الهجمات الصاروخية	0	-1
الهجمة	0	-1
الهجوم	0.777777778	-3
الهجوم	0.777777778	-3
الهجوم الارهابي	0	-1
الهجوم الارهابي	0	-1
الهجوم الانتحاري	0	-1
الهجوم الدامي	0	-1
الهجوم الدموي	0	-1
الهجوم المسلح	0	-1
الهجومات	0	-1
الهجومية	0	-1
الهدر	0	-1
الهرب	0.411764706	-2
الهرمونات	0	-1
الهرولة	0	-1
الهزات	0	-1
الهزال	0	-1
الهزايم	0	-1
الهزائم	0	-1
الهزيمة	0.333333333	-2
الهش	0.25	-2
الهضمي	0	-1
الهف	0	-1
الهفوات	0	-1
الهلع	0	-1
الهلع	0	-1
الهمج	0.666666667	-2
الهمجي	0.666666667	-2
الهمجية	0.5	-2
الهمجية	0.5	-2
الهموم	0	-1
الهواجس	0.666666667	-2
الهورمونات	0	-1
الهولوكوست	0.941176471	-3
الهيروين	1	-3
الهيمنة	1	-3
الوباء	0.181818182	-1
الوثوق	1	-3
الوحش	0.441176471	-2
الوحشية	0.153846154	-1
الوحشية	0.153846154	-1
الوحل	0	-1
الوخز	0	-1
الورم	0	-1
الوزن	0.205882353	-1
الوزن الزايد	0	-1
الوسواس	1	-3
الوصايا	0	-1
الوضع	0.848837209	-3
الوضعيات	0	-1
الوظائف قتل	0	-1
الوغد	0	-1
الوهم	0.727272727	-2
الوهمية	0.5	-2
الى الوراء	0	-1
الى حد بعيد	0	-1
الى حد مربك	0	-1
الي الجحيم	0	-1
الي زوال	0	-1
الي متي	0	-1
الياس	0.181818182	-1
اليهود والنصارى	0	-1
ام العجايب	0	-1
امات	0.375862069	-2
اماتة	0	-1
امتص	1	-3
امتعض	1	-3
امتناع	0.75	-3
امتنع	0	-1
امتنعت	0	-1
امتنعوا عن	0	-1
امتهن	0	-1
امثل	0.19047619	-1
امثل	0.19047619	-1
امر خطير	0	-1
امراة سليطة	0	-1
امراة عجوز	0	-1
امراض	0.588235294	-2
امراض السرطان	0	-1
امراض القلب	0	-1
امراض القلب والاوعية الدموية	0	-1
امض	0.361111111	-2
امطار غزيرة	0	-1
امطارا غزيرة	0	-1
املق	0	-1
امه	0.363799283	-2
اموال	0.469387755	-2
اموالا	1	-3
اموت	0.461538462	-2
امور	0.388535032	-2
ان لم تستحي فافعل ماشئت	0	-1
اناني	0	-1
انانية	0.5	-2
انانية	0.5	-2
انب	0.327272727	-2
انبعاث الغازات	0	-1
انبعاثات العوادم	0	-1
انبعث	0	-1
انتاب	0.5	-2
انتحار	0.571428571	-2
انتحارها	0	-1
انتحاري	1	-3
انتحب	0	-1
انتحر	0.75	-3
انتحرت	1	-3
انتحرت	1	-3
انتحل	0	-1
انتزاع	0.4	-2
انتزع	0	-1
انتزع	0	-1
انتشار المرض	0	-1
انتشار فيروس زيكا	0	-1
انتشال	0	-1
انتشاله	0	-1
انتصرت	0	-1
انتعاش	0	-1
انتفاخ	1	-3
انتفاخ	1	-3
انتفاضة	0.333333333	-2
انتقاد	0.5	-2
انتقادات	0.333333333	-2
انتقادات حادة	0	-1
انتقادات دولية	0	-1
انتقادات لاذعة	0	-1
انتقاض	0	-1
انتقام	0.426229508	-2
انتقامي	1	-3
انتقائي	0	-1
انتقد	0.8	-3
انتقد	0.8	-3
انتقدت	1	-3
انتقدته	1	-3
انتقده	0	-1
انتقص	0	-1
انتقم	0.75	-3
انتقم يارب	0	-1
انتكاس	1	-3
انتكاسة	0	-1
انتهاب	0	-1
انتهاز	0.8	-3
انتهازي	0.666666667	-2
انتهازية	1	-3
انتهاك	1	-3
انتهاك	1	-3
انتهاك واضح	0	-1
انتهاكا	1	-3
انتهاكا	1	-3
انتهاكا صارخا	0	-1
انتهاكا صارخا	0	-1
انتهاكات	1	-3
انتهاكات	1	-3
انتهاكها	0	-1
انتهت	0.625	-2
انتهك	1	-3
انتهكت	0	-1
انتهكت	0	-1
انجاس	0	-1
انجزت	0	-1
انجس	0	-1
انحباس	0	-1
انحبس	0	-1
انحدار	0.928571429	-3
انحدرت	1	-3
انحراف	0.333333333	-2
انحرف	0	-1
انحسار	0	-1
انحسار	0	-1
انحسرت	0	-1
انحط	0.666666667	-2
انحطاط	0.75	-3
انحلال	0	-1
انحلال اخلاقي	0	-1
انحناء	0	-1
انحياز	1	-3
انخفاض	0.428571429	-2
انخفاض	0.428571429	-2
انخفاض	0.428571429	-2
انخفاض تقييما	0	-1
انخفضت	0	-1
اندحر	0	-1
اندك	0.333333333	-2
اندلاع	0.333333333	-2
اندلاع	0.333333333	-2
اندلاع حريق	0	-1
اندلاع حريق	0	-1
اندلاع حريق هايل	0	-1
اندلعت	0	-1
اندلعت	0	-1
اندم	0.166666667	-1
انذار	0.625	-2
انزعاج	0	-1
انزعاجهم	0	-1
انزلاق	0	-1
انساه	0.6	-2
انسحاب	0.5	-2
انسحب	1	-3
انسداد	0	-1
انسلاخ	0	-1
انشطتها النووية	0	-1
انشطرت	0	-1
انشغال	1	-3
انشغل	0.8	-3
انشق	1	-3
انشقاق	0	-1
انشقاقات	0	-1
انشقت	0	-1
انصاع	1	-3
انضموا	0	-1
انطلق	1	-3
انطلقت	1	-3
انعدام	0.785714286	-3
انعدام	0.785714286	-3
انعدام الامن	0	-1
انعدام الامن	0	-1
انعدام الثقة	0	-1
انعكاسات	0	-1
انعكاسات	0	-1
انغص	0	-1
انغمس في	0	-1
انفجار	0.625	-2
انفجار	0.625	-2
انفجار سيارة مفخخة	0	-1
انفجار سيارة ملغومة	0	-1
انفجار عبوة ناسفة	0	-1
انفجاره	0	-1
انفجر	1	-3
انفجر	1	-3
انفجرت	1	-3
انفصال	0.6	-2
انفصام	0.5	-2
انفصلت	1	-3
انفصلت	1	-3
انفعل	0	-1
انفلات	1	-3
انفلات امني	0	-1
انفلونزا الطيور	0	-1
انفلونزا الطيور	0	-1
انقاد	0	-1
انقاذ	0.615384615	-2
انقاذ	0.615384615	-2
انقاذ	0.615384615	-2
انقاص	0	-1
انقاص	0	-1
انقاص	0	-1
انقاض	0	-1
انقسام	0.375	-2
انقساما	0	-1
انقسامات	0	-1
انقسامات	0	-1
انقسم	0	-1
انقطاع	0.5	-2
انقطاع	0.5	-2
انقطاع	0.5	-2
انقطاع الكهرباء	0	-1
انقطاعه	0	-1
انقطع	0.833333333	-3
انقطعت	0	-1
انقطعت	0	-1
انقلاب	0.939597315	-3
انقلاب	0.939597315	-3
انقلاب	0.939597315	-3
انقلاب ذاتي	0	-1
انقلابات	0	-1
انكار	0.333333333	-2
انكار	0.333333333	-2
انكار	0.333333333	-2
انكر	0.5	-2
انكشفت	0	-1
انكماش	0	-1
انكمش	0	-1
انمل	0	-1
انهاء	0.368421053	-2
انهاء الاحتلال	0	-1
انهارت	1	-3
انهاك	0	-1
انهاك	0	-1
انهال	1	-3
انهت	0.5	-2
انهزام	0	-1
انهزامي	0	-1
انهزم	1	-3
انهيار	0.48	-2
انهيار	0.48	-2
انهيار	0.48	-2
انهيار ارضي	0	-1
انهيار ارضي	0	-1
انهيارات	0	-1
انهيارات ارضية	0	-1
انهياره	0.5	-2
انواع السرطان	0	-1
انين	0.592592593	-2
انين	0.592592593	-2
اهاجم	0.5	-2
اهان	0.692307692	-2
اهانة	0.75	-3
اهانة	0.75	-3
اهانة	0.75	-3
اهانه	0	-1
اهتز	0	-1
اهتزاز	0.25	-2
اهتمام	0.44200627	-2
اهدار	0.666666667	-2
اهدار كرامه	0	-1
اهدارا	0	-1
اهدر	0	-1
اهقى	1	-3
اهلك	0	-1
اهمال	0.684210526	-2
اهمال	0.684210526	-2
اهواء	0	-1
اهوال	0	-1
اوبق	0	-1
اوبئه	0	-1
اوجاع الراس	0	-1
اوجع	0	-1
اوجه القصور	0	-1
اوجه القصور	0	-1
اودى	0	-1
اورام	1	-3
اوساخ	0.444444444	-2
اوضع بين الناس	0	-1
اوغر	0	-1
اوقع في الضيق	0	-1
اوقف	0.88	-3
اوهام	1	-3
اوهط	0	-1
ايبولا	0	-1
ايتمر بامره	0	-1
ايجابي	0.318181818	-2
ايجاد	0.272727273	-2
ايدت	0	-1
ايدته	0	-1
ايدتها	0	-1
ايدز	1	-3
ايدي	0.459016393	-2
ايذاء	1	-3
ايذاء	1	-3
ايذائ	0	-1
ايذائه	0	-1
ايس	0.203278689	-1
ايقاف	0.62962963	-2
ايقافهم	1	-3
ايقافهم	1	-3
ايل للسقوط	0	-1
ايلاما	0	-1
اين انتم من	0	-1
اينسيني	0	-1
ايهانه	0	-1
بابتزازهم	0	-1
بابتسامة	0.25	-2
باثارة	0.5	-2
باحثين استراليين توصلوا	0	-1
باحراق	0	-1
باخفاء	0	-1
باخلاء	0	-1
بادرت	0	-1
بادل الكره	0	-1
بادن	1	-3
باذى	0	-1
بارتفاع ضغط الدم	0	-1
بارتكاب جرايم	0	-1
بارتياب	0	-1
بارد	0.589285714	-2
بازالة	0.333333333	-2
بازدراء	1	-3
بازدراء	1	-3
بازمات	0	-1
بازمة	0.6	-2
باستشهاد	0	-1
باستغلال	1	-3
باستهداف	0	-1
باسراف	1	-3
باشعال	0	-1
باشمئزاز	0	-1
باصرار	0	-1
باطل	0.714285714	-2
باطلاق الرصاص	0	-1
باطلاق النار	0	-1
باع	0.405	-2
باعتقاله	0	-1
باعراض	0.666666667	-2
باغ	0.461538462	-2
باغراءات	0	-1
باغض	1	-3
باغض	1	-3
بافراط	0	-1
باقتحام	0.5	-2
بال	0.326675929	-2
بالابادة الجماعية	0	-1
بالاختراق	0	-1
بالادانة	0	-1
بالاستياء	0	-1
بالاسلحة الثقيلة	0	-1
بالاسلحة النارية	0	-1
بالاسى	0	-1
بالاشمئزاز	0	-1
بالاعتداء	0	-1
بالاعتزال	1	-3
بالالغام	0	-1
بالالم	0.428571429	-2
بالتحرش	0	-1
بالتحريض	1	-3
بالتخلي عن	0	-1
بالتدهور	0	-1
بالتعدي	0	-1
بالتعذيب	0	-1
بالتنازل	1	-3
بالتهديد	0	-1
بالتورط	0	-1
بالجبن	0.173913043	-1
بالجوع	0	-1
بالحرقة	0	-1
بالحزن	0.5	-2
بالخجل	0	-1
بالخوف	0	-1
بالدموع	0	-1
بالدهشة	0	-1
بالذعر	0	-1
بالذهول	0	-1
بالرعب	0	-1
بالرقص	1	-3
بالسجن	1	-3
بالسطو	0	-1
بالسكري	0	-1
بالسم	0.24	-1
بالشبع	0	-1
بالضرب	0.75	-3
بالضيق	0	-1
بالعنصرية	0	-1
بالغ	0.5625	-2
بالغ	0.5625	-2
بالغ الصعوبة	0	-1
بالغ القسوة	0	-1
بالغة الاهمية	0	-1
بالغة التعقيد	0	-1
بالغش	1	-3
بالغضب	0	-1
بالفزع	0	-1
بالفساد	1	-3
بالفوضى	0	-1
بالقتل	1	-3
بالقلق	0	-1
بالمافيا	0	-1
بالماية	0.5	-2
بالمتظاهرين	0	-1
بالمخالفة	0	-1
بالهذيان	0	-1
بالهراء	0	-1
بالهلوسة	0	-1
بالي	0.559139785	-2
بامراض	0	-1
بامراض القلب	0	-1
بانانية	0	-1
بانتهاج	0	-1
بانتهاكات	0	-1
باندفاع	0	-1
بانقاذه	0	-1
بانقسام	0	-1
بانهيار	0	-1
بانهيار	0	-1
باهانة	0	-1
باهانة	0	-1
باهتة	0.727272727	-2
باهظ	0.666666667	-2
باهظة	0.444444444	-2
باهظة	0.444444444	-2
باهل	0	-1
باهمال	0	-1
باير	1	-3
بائد	0	-1
بائس	0	-1
ببطء	0.25	-2
ببطء	0.25	-2
بت	0.428571429	-2
بتاجيج	0	-1
بتجاهل	0	-1
بتجاوز	0	-1
بتجاوزات	0	-1
بتحد	0.857142857	-3
بتحمل مسؤولياته	0	-1
بتحويل	0.6	-2
بتخريب	1	-3
بتخلي	0.5	-2
بتدافع	0	-1
بتدمير	1	-3
بتر	0.475728155	-2
بتر	0.475728155	-2
بترميم	0	-1
بتروبراس	0	-1
بتشاؤم	0	-1
بتشويه	1	-3
بتصعيد	0	-1
بتصنع	0	-1
بتعاسة	0	-1
بتعذيب	0	-1
بتعذيبي	0	-1
بتعصب	0	-1
بتفاهه	0	-1
بتمزيق	0	-1
بتنفيذه	1	-3
بتهم تتعلق	0	-1
بتهمة الاساءة	0	-1
بتهمة التامر	0	-1
بتورط	0	-1
بثرة	0	-1
بثمن بخس	0	-1
بجاجة	0	-1
بجاحه	0	-1
بجال	0	-1
بجبن	1	-3
بجراة	0.5	-2
بجراح	0	-1
بجرائم حرب	0	-1
بجروح	0	-1
بجريمة	0.333333333	-2
بجنون	0.25	-2
بجهل	0.666666667	-2
بحبس	0.333333333	-2
بحجه	1	-3
بحدة	1	-3
بحر	0.174712644	-1
بحرق	0.6	-2
بحروق	0	-1
بحزن	0	-1
بحزن شديد	0	-1
بحسد	1	-3
بحصار	0	-1
بحقهم	1	-3
بحماقة	0	-1
بحوزة	0	-1
بحياء	0	-1
بخبث	1	-3
بخس	0.333333333	-2
بخس	0.333333333	-2
بخسائر	0	-1
بخشونة	0	-1
بخلافات	0	-1
بخيل	0.6	-2
بخيل	0.6	-2
بدات بضرب الاستقرار والامن	0	-1
بدات تتكشف	0	-1
بدانه	0	-1
بدائي	1	-3
بدد	0.5	-2
بدد	0.5	-2
بدعة	0.166666667	-1
بدعه	0.5	-2
بدقة	0.12	-1
بدماء	0.8	-3
بدمار	0	-1
بدمائه	0	-1
بدون طعم	0	-1
بدون محتوي	0	-1
بدين	0.477272727	-2
بديهي	0.333333333	-2
بذء	0	-1
بذا	0.147286822	-1
بذاء	1	-3
بذاءة	1	-3
بذائه	0	-1
بذنبهم	0	-1
بذو	0	-1
بذي	1	-3
بذي	1	-3
بذيء	1	-3
بذيئ	0	-1
بذيئة	0	-1
بذئ	0	-1
برامجها النووية	0	-1
بربر	0	-1
بربرة	0	-1
بربري	0	-1
بربرية	0.333333333	-2
برجوازي	1	-3
بردعه	0	-1
برسيم	0	-1
برطم	0	-1
برم	0.38028169	-2
برم	0.38028169	-2
برنامجها النووي	0	-1
برنامجها النووي	0	-1
بروزا	0	-1
بري	0.330798479	-2
بري	0.330798479	-2
بريك	0.4	-2
بزواج	0.25	-2
بسب	0.579881657	-2
بسباب	0	-1
بسبب الجوع	0	-1
بسجن	0	-1
بسجنه	0	-1
بسخافة	0	-1
بسخرية	1	-3
بسخط	0	-1
بسذاجة	0	-1
بسرطان الثدي	0	-1
بسرعة	0.265625	-2
بسرعة	0.265625	-2
بسرعة كبيرة	0	-1
بسط السيطرة	0	-1
بسفك	0	-1
بسقوط	1	-3
بسقوط	1	-3
